517   445   406   364   433   388   306   82   178   100   567   323   894   219   494   254   562   581   519   293   54   351   319   400   365   530   405   510   371   518   727   -58   181   -937   
511   417   407   355   460   393   366   123   226   111   555   316   899   181   537   267   545   557   543   314   107   371   338   425   427   565   423   508   358   540   744   -82   205   -831   
504   410   410   359   479   408   415   160   214   157   542   318   911   163   563   276   540   553   570   338   154   370   348   436   458   574   423   502   342   540   741   -94   226   -712   
494   409   411   372   491   431   437   185   195   236   522   312   924   198   577   294   541   563   599   361   221   373   365   455   469   586   415   511   349   538   746   -96   240   -616   
484   379   413   369   501   442   449   188   201   243   503   291   926   214   596   302   535   567   625   368   276   389   388   477   493   612   409   529   375   550   761   -107   234   -569   
475   355   415   361   510   448   466   182   227   226   495   280   930   199   611   300   534   578   648   375   308   392   402   488   518   622   396   535   393   557   758   -118   227   -543   
459   369   417   379   515   470   473   189   263   283   488   288   936   215   608   316   541   616   672   407   345   385   413   498   520   613   381   544   411   545   743   -108   253   -500   
444   387   423   410   528   500   485   204   320   343   475   289   925   249   606   343   545   666   704   451   388   395   439   528   526   618   382   574   450   544   740   -92   312   -463   
444   393   440   433   555   520   534   223   406   327   472   280   903   237   626   352   552   708   740   484   411   412   469   568   564   635   391   609   495   568   739   -93   368   -441   
462   426   468   469   588   535   584   256   508   327   484   290   902   213   655   347   578   753   773   507   419   409   482   595   608   635   392   631   527   593   726   -100   400   -369   
487   477   496   525   613   549   591   288   597   392   495   314   913   230   673   349   612   802   800   519   427   398   485   612   625   626   395   656   561   611   720   -97   418   -242   
508   498   512   562   627   544   591   286   659   420   499   319   911   242   689   338   625   821   810   506   433   400   485   625   629   637   409   685   601   638   733   -98   418   -168   
530   498   519   569   633   514   612   266   695   387   508   320   908   207   713   308   636   803   803   471   441   395   468   616   639   654   416   691   618   671   745   -116   386   -171   
551   517   523   576   633   489   603   252   679   394   523   349   924   188   730   292   662   778   789   441   460   370   434   585   636   651   409   674   605   683   746   -132   344   -158   
553   525   517   578   624   481   565   230   572   443   528   375   929   211   724   299   664   753   775   433   480   356   410   560   612   642   409   662   590   675   746   -130   331   -147   
537   492   501   549   619   475   577   198   419   443   529   365   914   212   717   303   634   715   763   439   497   362   408   555   606   652   422   657   577   670   748   -128   336   -219   
522   465   489   511   623   474   627   193   346   427   536   356   910   181   726   304   615   678   756   454   519   361   413   557   631   660   429   639   552   667   742   -135   339   -278   
509   470   480   493   627   488   633   212   375   461   542   369   925   193   733   322   607   665   753   478   525   354   422   563   650   650   430   619   527   648   731   -130   361   -226   
484   457   460   474   623   499   624   215   411   491   533   370   935   240   727   340   569   660   744   501   504   366   440   580   646   647   442   615   518   625   729   -110   401   -182   
457   414   433   437   619   488   661   214   465   471   518   346   934   243   724   339   522   639   729   507   484   389   457   596   649   663   462   607   509   617   742   -101   415   -211   
446   394   415   404   620   469   678   238   617   466   506   336   942   221   730   340   515   615   718   499   492   397   456   598   664   675   460   582   487   618   755   -110   395   -165   
440   392   400   381   617   456   622   265   756   491   492   340   947   235   725   357   519   600   710   489   505   400   447   589   656   673   433   558   463   611   758   -116   382   -37   
425   360   374   347   604   444   583   273   725   484   476   323   927   245   708   364   499   579   699   485   507   414   442   580   629   678   404   545   446   598   754   -116   389   -5   
414   324   353   310   589   436   592   282   648   466   467   292   897   196   696   360   492   552   692   483   534   425   439   573   619   685   383   531   427   587   743   -124   389   -47   
416   336   346   297   571   445   563   297   674   494   468   282   881   152   691   366   516   543   689   476   588   420   439   566   616   677   355   518   409   571   719   -132   374   -15   
414   367   336   302   543   460   508   291   641   529   467   285   874   170   683   373   531   547   681   470   615   416   444   558   589   664   326   524   403   546   693   -126   368   5   
403   369   322   303   519   464   531   269   476   544   461   279   865   195   682   363   533   542   675   473   611   420   450   552   568   668   323   536   402   526   688   -123   373   -97   
395   363   319   307   514   464   596   257   438   589   454   271   858   193   691   355   541   532   684   474   629   418   454   550   580   669   343   538   395   519   693   -137   374   -156   
394   375   327   318   526   466   616   264   585   645   449   280   858   214   701   362   551   527   706   470   657   414   456   550   603   659   359   535   389   521   689   -158   366   -69   
387   375   325   323   538   461   642   282   633   633   442   294   855   257   707   366   548   514   729   477   643   420   455   550   619   656   370   536   386   525   686   -178   372   -11   
375   345   316   313   552   448   724   308   592   590   435   291   838   257   715   363   541   489   754   498   612   428   450   553   649   656   391   531   381   525   686   -203   399   -53   
365   322   307   304   562   441   756   332   717   589   431   282   813   223   716   368   530   470   774   513   623   431   445   562   686   638   408   519   372   514   665   -222   424   -41   
358   335   292   308   553   438   689   344   861   589   428   290   796   214   706   376   521   462   772   513   653   437   444   569   699   612   401   512   366   494   627   -223   430   28   
352   359   269   315   523   425   627   334   768   558   424   304   788   218   695   372   536   452   752   508   655   446   439   564   692   605   382   513   361   470   605   -217   426   12   
347   364   255   314   492   407   614   302   672   560   424   299   779   195   683   363   555   440   732   498   662   441   430   552   680   607   372   507   349   448   604   -218   419   -45   
341   357   250   309   467   396   580   263   752   597   425   286   769   173   661   359   543   434   711   475   696   430   423   538   650   596   363   493   331   428   595   -217   391   -1   
338   359   244   304   443   388   546   242   720   583   426   288   772   179   635   354   522   426   685   451   707   427   417   517   596   589   345   479   315   415   581   -210   348   80   
333   355   233   294   426   383   582   249   524   533   425   294   780   178   620   351   514   415   663   451   665   424   408   497   543   593   334   469   300   403   582   -201   338   66   
322   331   224   276   429   387   646   278   513   535   427   285   780   169   614   362   486   405   652   477   624   415   405   492   515   593   340   459   287   388   587   -188   379   8   
306   316   213   264   443   396   655   316   645   573   423   288   776   189   614   378   438   399   637   508   612   417   415   507   509   581   352   454   281   378   577   -164   422   11   
298   333   201   264   454   397   635   351   608   583   413   317   784   215   624   388   431   392   618   534   598   432   427   524   526   577   367   458   281   377   571   -139   438   33   
301   356   200   266   470   394   636   368   561   592   409   340   795   203   642   395   468   386   612   554   586   434   431   537   567   589   386   464   282   386   588   -129   458   1   
299   354   208   263   485   390   628   356   718   635   408   330   792   183   649   399   479   381   613   557   608   421   437   549   609   596   403   466   280   401   606   -130   481   -21   
297   339   219   254   492   378   598   321   803   666   404   309   790   188   651   390   464   366   616   534   654   419   443   552   629   601   401   463   277   424   615   -142   461   30   
